Orthogroup	Acanthamoeba_castellani.NEFF	Babesia_bovis.T2Bo	Cryptosporidium_parvum	Eimeria_tenella	Entamoeba_histolytica.HM1IMSS	Giardia_intestinalis.AWB	Leishmania_donovani.BPK282A1	Leishmania_major.Friedlin	Maranthos_nigrum.EAF	Parvilucifera_sinerae.EAF	Perkinsus_marinus.high_quality	Plasmodium_falciparum	Sarcocystis_neurona.SN3	Theileria_annulata.Ankara	Toxoplasma_gondii	Trichomonas_vaginalis.G3	Trypanosoma_brucei.TREU927	Trypanosoma_cruzi.CLBElike
OG0039981									Mnig_DN15188_c0_g1_i1.p1									
OG0039982									Mnig_DN15190_c0_g1_i1.p1									
OG0039983									Mnig_DN15194_c0_g1_i1.p2									
OG0039984									Mnig_DN1519_c0_g1_i1.p1									
OG0039985									Mnig_DN15203_c0_g1_i1.p1									
OG0039986									Mnig_DN1521_c0_g1_i1.p1									
OG0039987									Mnig_DN15222_c0_g1_i1.p1									
OG0039988									Mnig_DN15223_c0_g1_i1.p1									
OG0039989									Mnig_DN15226_c0_g1_i1.p1									
OG0039990									Mnig_DN15235_c0_g1_i1.p1									
OG0039991									Mnig_DN15238_c0_g1_i1.p1									
OG0039992									Mnig_DN15240_c0_g1_i1.p1									
OG0039993									Mnig_DN15243_c0_g1_i1.p1									
OG0039994									Mnig_DN15251_c0_g1_i1.p1									
OG0039995									Mnig_DN15259_c0_g1_i1.p1									
OG0039996									Mnig_DN15266_c0_g1_i1.p1									
OG0039997									Mnig_DN15272_c0_g1_i1.p1									
OG0039998									Mnig_DN15285_c0_g1_i1.p1									
OG0039999									Mnig_DN15294_c0_g1_i1.p1									
OG0040000									Mnig_DN1530_c0_g1_i1.p3									
OG0040001									Mnig_DN15312_c0_g1_i1.p1									
OG0040002									Mnig_DN15314_c0_g1_i1.p1									
OG0040003									Mnig_DN15318_c0_g1_i1.p1									
OG0040004									Mnig_DN1531_c0_g1_i1.p2									
OG0040005									Mnig_DN15326_c0_g1_i1.p2									
OG0040006									Mnig_DN15328_c0_g1_i1.p1									
OG0040007									Mnig_DN1532_c0_g1_i1.p1									
OG0040008									Mnig_DN15334_c0_g1_i1.p1									
OG0040009									Mnig_DN15339_c0_g1_i1.p1									
OG0040010									Mnig_DN15343_c0_g1_i1.p1									
OG0040011									Mnig_DN15358_c0_g1_i1.p2									
OG0040012									Mnig_DN15359_c0_g1_i1.p1									
OG0040013									Mnig_DN15370_c0_g1_i1.p2									
OG0040014									Mnig_DN15371_c0_g1_i1.p1									
OG0040015									Mnig_DN15383_c0_g1_i1.p1									
OG0040016									Mnig_DN15384_c0_g1_i1.p2									
OG0040017									Mnig_DN15406_c0_g1_i1.p1									
OG0040018									Mnig_DN15419_c0_g1_i1.p1									
OG0040019									Mnig_DN15426_c0_g1_i1.p1									
OG0040020									Mnig_DN15428_c0_g1_i1.p2									
OG0040021									Mnig_DN15441_c0_g1_i1.p2									
OG0040022									Mnig_DN15450_c0_g1_i1.p1									
OG0040023									Mnig_DN15453_c0_g1_i1.p1									
OG0040024									Mnig_DN15455_c0_g1_i1.p1									
OG0040025									Mnig_DN15465_c0_g1_i1.p1									
OG0040026									Mnig_DN15467_c0_g1_i1.p1									
OG0040027									Mnig_DN15499_c0_g1_i1.p1									
OG0040028									Mnig_DN154_c0_g1_i1.p2									
OG0040029									Mnig_DN15510_c0_g1_i1.p3									
OG0040030									Mnig_DN15516_c0_g1_i1.p1									
OG0040031									Mnig_DN15521_c0_g1_i1.p1									
OG0040032									Mnig_DN15524_c0_g1_i1.p1									
OG0040033									Mnig_DN15532_c0_g1_i1.p4									
OG0040034									Mnig_DN15538_c0_g1_i1.p2									
OG0040035									Mnig_DN15542_c0_g1_i1.p1									
OG0040036									Mnig_DN15543_c0_g1_i1.p1									
OG0040037									Mnig_DN15546_c1_g1_i1.p3									
OG0040038									Mnig_DN15558_c0_g1_i1.p1									
OG0040039									Mnig_DN15559_c0_g2_i1.p1									
OG0040040									Mnig_DN15564_c0_g1_i1.p1									
OG0040041									Mnig_DN15570_c0_g1_i1.p2									
OG0040042									Mnig_DN15571_c0_g1_i1.p1									
OG0040043									Mnig_DN15577_c0_g1_i1.p1									
OG0040044									Mnig_DN15582_c0_g1_i1.p1									
OG0040045									Mnig_DN15589_c0_g1_i1.p1									
OG0040046									Mnig_DN15610_c0_g1_i1.p2									
OG0040047									Mnig_DN1561_c0_g1_i1.p1									
OG0040048									Mnig_DN15622_c0_g1_i1.p2									
OG0040049									Mnig_DN15623_c0_g1_i1.p2									
OG0040050									Mnig_DN15625_c0_g1_i1.p1									
OG0040051									Mnig_DN15630_c0_g1_i1.p2									
OG0040052									Mnig_DN15632_c0_g1_i1.p3									
OG0040053									Mnig_DN15635_c0_g1_i1.p3									
OG0040054									Mnig_DN15659_c0_g1_i1.p1									
OG0040055									Mnig_DN15665_c0_g1_i1.p1									
OG0040056									Mnig_DN15678_c0_g1_i1.p1									
OG0040057									Mnig_DN1568_c0_g1_i1.p1									
OG0040058									Mnig_DN15699_c0_g1_i1.p1									
OG0040059									Mnig_DN15706_c0_g1_i1.p3									
OG0040060									Mnig_DN15715_c0_g1_i1.p3									
OG0040061									Mnig_DN1572_c0_g1_i1.p1									
OG0040062									Mnig_DN15732_c0_g1_i1.p1									
OG0040063									Mnig_DN1575_c0_g1_i1.p1									
OG0040064									Mnig_DN15762_c0_g1_i1.p1									
OG0040065									Mnig_DN15769_c0_g1_i1.p1									
OG0040066									Mnig_DN15785_c0_g1_i1.p1									
OG0040067									Mnig_DN15786_c0_g1_i1.p2									
OG0040068									Mnig_DN15790_c0_g1_i1.p1									
OG0040069									Mnig_DN15800_c0_g1_i1.p1									
OG0040070									Mnig_DN15803_c0_g1_i1.p1									
OG0040071									Mnig_DN15814_c0_g1_i1.p1									
OG0040072									Mnig_DN15819_c0_g1_i1.p2									
OG0040073									Mnig_DN15838_c0_g1_i1.p1									
OG0040074									Mnig_DN15839_c0_g1_i1.p1									
OG0040075									Mnig_DN1584_c0_g1_i1.p1									
OG0040076									Mnig_DN1584_c1_g1_i1.p1									
OG0040077									Mnig_DN15856_c0_g1_i1.p1									
OG0040078									Mnig_DN15859_c0_g1_i1.p2									
OG0040079									Mnig_DN15862_c0_g1_i1.p1									
OG0040080									Mnig_DN15875_c0_g1_i1.p3									
OG0040081									Mnig_DN15881_c0_g1_i1.p2									
OG0040082									Mnig_DN15883_c0_g1_i1.p1									
OG0040083									Mnig_DN1588_c0_g1_i1.p1									
OG0040084									Mnig_DN15891_c0_g1_i1.p1									
OG0040085									Mnig_DN15892_c0_g1_i1.p1									
OG0040086									Mnig_DN15900_c0_g1_i1.p1									
OG0040087									Mnig_DN15915_c0_g1_i1.p1									
OG0040088									Mnig_DN1592_c0_g1_i1.p1									
OG0040089									Mnig_DN15935_c0_g1_i1.p1									
OG0040090									Mnig_DN15944_c0_g1_i1.p2									
OG0040091									Mnig_DN15948_c0_g1_i1.p2									
OG0040092									Mnig_DN1594_c0_g1_i1.p2									
OG0040093									Mnig_DN1594_c0_g2_i1.p2									
OG0040094									Mnig_DN15955_c0_g1_i1.p1									
OG0040095									Mnig_DN15962_c0_g1_i1.p1									
OG0040096									Mnig_DN16015_c0_g1_i1.p2									
OG0040097									Mnig_DN16028_c0_g1_i1.p1									
OG0040098									Mnig_DN16038_c0_g1_i1.p2									
OG0040099									Mnig_DN1603_c0_g1_i1.p1									
OG0040100									Mnig_DN16042_c0_g1_i1.p1									
OG0040101									Mnig_DN16058_c0_g1_i1.p4									
OG0040102									Mnig_DN16061_c0_g1_i1.p2									
OG0040103									Mnig_DN16063_c0_g1_i1.p1									
OG0040104									Mnig_DN16073_c0_g1_i1.p1									
OG0040105									Mnig_DN16087_c0_g1_i1.p1									
OG0040106									Mnig_DN16095_c0_g1_i1.p1									
OG0040107									Mnig_DN16098_c0_g1_i1.p2									
OG0040108									Mnig_DN16109_c0_g1_i1.p2									
OG0040109									Mnig_DN16118_c0_g1_i1.p4									
OG0040110									Mnig_DN16131_c0_g1_i1.p2									
OG0040111									Mnig_DN16148_c0_g1_i1.p1									
OG0040112									Mnig_DN16153_c0_g1_i1.p1									
OG0040113									Mnig_DN16168_c0_g1_i1.p1									
OG0040114									Mnig_DN16169_c0_g1_i1.p1									
OG0040115									Mnig_DN16170_c0_g1_i1.p3									
OG0040116									Mnig_DN1617_c0_g1_i1.p2									
OG0040117									Mnig_DN16184_c0_g1_i1.p2									
OG0040118									Mnig_DN16188_c0_g1_i1.p1									
OG0040119									Mnig_DN16190_c0_g1_i1.p1									
OG0040120									Mnig_DN16208_c0_g1_i1.p1									
OG0040121									Mnig_DN16210_c0_g1_i1.p1									
OG0040122									Mnig_DN16217_c0_g1_i1.p1									
OG0040123									Mnig_DN16234_c0_g1_i1.p1									
OG0040124									Mnig_DN16242_c0_g1_i1.p1									
OG0040125									Mnig_DN16244_c0_g1_i1.p1									
OG0040126									Mnig_DN16258_c0_g1_i1.p2									
OG0040127									Mnig_DN16268_c0_g1_i1.p2									
OG0040128									Mnig_DN16278_c0_g1_i1.p1									
OG0040129									Mnig_DN16289_c0_g2_i1.p1									
OG0040130									Mnig_DN16307_c0_g1_i1.p2									
OG0040131									Mnig_DN16311_c0_g1_i1.p1									
OG0040132									Mnig_DN16354_c0_g1_i1.p1									
OG0040133									Mnig_DN16370_c0_g1_i1.p1									
OG0040134									Mnig_DN16380_c0_g1_i1.p1									
OG0040135									Mnig_DN16388_c0_g1_i1.p1									
OG0040136									Mnig_DN16392_c0_g1_i1.p1									
OG0040137									Mnig_DN163_c0_g1_i1.p1									
OG0040138									Mnig_DN16401_c0_g1_i1.p1									
OG0040139									Mnig_DN16415_c0_g1_i1.p1									
OG0040140									Mnig_DN16418_c0_g1_i1.p1									
OG0040141									Mnig_DN16437_c0_g1_i1.p2									
OG0040142									Mnig_DN16438_c0_g1_i1.p1									
OG0040143									Mnig_DN16449_c0_g1_i1.p2									
OG0040144									Mnig_DN16457_c0_g1_i1.p1									
OG0040145									Mnig_DN1645_c0_g2_i1.p2									
OG0040146									Mnig_DN16473_c0_g1_i1.p2									
OG0040147									Mnig_DN16478_c0_g1_i1.p1									
OG0040148									Mnig_DN16480_c0_g1_i1.p1									
OG0040149									Mnig_DN16493_c0_g1_i1.p3									
OG0040150									Mnig_DN16494_c0_g1_i1.p1									
OG0040151									Mnig_DN16499_c0_g1_i1.p1									
OG0040152									Mnig_DN16501_c0_g1_i1.p1									
OG0040153									Mnig_DN16504_c0_g1_i1.p3									
OG0040154									Mnig_DN1650_c0_g1_i1.p1									
OG0040155									Mnig_DN16510_c0_g1_i1.p1									
OG0040156									Mnig_DN16520_c0_g1_i1.p2									
OG0040157									Mnig_DN16521_c0_g1_i1.p1									
OG0040158									Mnig_DN16533_c0_g1_i1.p1									
OG0040159									Mnig_DN16534_c0_g1_i1.p1									
OG0040160									Mnig_DN16535_c0_g1_i1.p1									
OG0040161									Mnig_DN1653_c0_g1_i1.p1									
OG0040162									Mnig_DN16543_c0_g1_i1.p2									
OG0040163									Mnig_DN16544_c0_g1_i1.p2									
OG0040164									Mnig_DN16553_c0_g1_i1.p1									
OG0040165									Mnig_DN16564_c0_g1_i1.p3									
OG0040166									Mnig_DN16569_c0_g1_i1.p1									
OG0040167									Mnig_DN1656_c0_g1_i1.p1									
OG0040168									Mnig_DN16571_c0_g1_i1.p1									
OG0040169									Mnig_DN16573_c0_g1_i1.p1									
OG0040170									Mnig_DN16590_c0_g1_i1.p3									
OG0040171									Mnig_DN16603_c0_g1_i1.p3									
OG0040172									Mnig_DN16605_c0_g1_i1.p1									
OG0040173									Mnig_DN16607_c0_g1_i1.p1									
OG0040174									Mnig_DN16610_c0_g1_i1.p2									
OG0040175									Mnig_DN16613_c0_g1_i1.p2									
OG0040176									Mnig_DN16626_c0_g1_i1.p3									
OG0040177									Mnig_DN16630_c0_g1_i1.p1									
OG0040178									Mnig_DN16639_c0_g1_i1.p2									
OG0040179									Mnig_DN16640_c0_g1_i1.p1									
OG0040180									Mnig_DN16643_c0_g1_i1.p1									
OG0040181									Mnig_DN16649_c0_g1_i1.p2									
OG0040182									Mnig_DN1664_c0_g1_i1.p1									
OG0040183									Mnig_DN16668_c0_g1_i1.p3									
OG0040184									Mnig_DN16685_c0_g1_i1.p3									
OG0040185									Mnig_DN16686_c0_g1_i1.p1									
OG0040186									Mnig_DN16694_c0_g1_i1.p3									
OG0040187									Mnig_DN16699_c0_g1_i1.p1									
OG0040188									Mnig_DN1670_c0_g2_i1.p1									
OG0040189									Mnig_DN16710_c0_g1_i1.p2									
OG0040190									Mnig_DN16723_c0_g1_i1.p2									
OG0040191									Mnig_DN16729_c0_g1_i1.p2									
OG0040192									Mnig_DN16738_c0_g1_i1.p1									
OG0040193									Mnig_DN16744_c0_g1_i1.p2									
OG0040194									Mnig_DN16755_c0_g1_i1.p1									
OG0040195									Mnig_DN16760_c0_g1_i1.p2									
OG0040196									Mnig_DN1676_c0_g2_i1.p3									
OG0040197									Mnig_DN16771_c0_g1_i1.p1									
OG0040198									Mnig_DN16779_c0_g1_i1.p3									
OG0040199									Mnig_DN167_c0_g1_i1.p1									
OG0040200									Mnig_DN16801_c0_g1_i1.p1									
OG0040201									Mnig_DN16819_c0_g1_i1.p1									
OG0040202									Mnig_DN1683_c0_g1_i1.p1									
OG0040203									Mnig_DN16849_c0_g1_i1.p1									
OG0040204									Mnig_DN1685_c0_g1_i1.p2									
OG0040205									Mnig_DN1685_c0_g2_i1.p3									
OG0040206									Mnig_DN16868_c0_g1_i1.p2									
OG0040207									Mnig_DN16881_c0_g1_i1.p2									
OG0040208									Mnig_DN16888_c0_g1_i1.p2									
OG0040209									Mnig_DN16897_c0_g1_i1.p1									
OG0040210									Mnig_DN16902_c0_g1_i1.p1									
OG0040211									Mnig_DN16903_c0_g1_i1.p1									
OG0040212									Mnig_DN1690_c0_g1_i1.p2									
OG0040213									Mnig_DN16915_c0_g1_i1.p2									
OG0040214									Mnig_DN16931_c0_g1_i1.p1									
OG0040215									Mnig_DN16932_c0_g1_i1.p1									
OG0040216									Mnig_DN16963_c0_g1_i1.p2									
OG0040217									Mnig_DN16966_c0_g1_i1.p1									
OG0040218									Mnig_DN16984_c0_g1_i1.p1									
OG0040219									Mnig_DN1698_c0_g1_i1.p2									
OG0040220									Mnig_DN16993_c0_g1_i1.p1									
OG0040221									Mnig_DN17007_c0_g1_i1.p2									
OG0040222									Mnig_DN17012_c0_g1_i1.p2									
OG0040223									Mnig_DN17026_c0_g1_i1.p1									
OG0040224									Mnig_DN17039_c0_g1_i1.p1									
OG0040225									Mnig_DN1703_c0_g1_i1.p1									
OG0040226									Mnig_DN17042_c0_g1_i1.p2									
OG0040227									Mnig_DN17053_c0_g1_i1.p1									
OG0040228									Mnig_DN17059_c0_g1_i1.p1									
OG0040229									Mnig_DN17067_c0_g1_i1.p2									
OG0040230									Mnig_DN17087_c0_g1_i1.p1									
OG0040231									Mnig_DN17089_c0_g1_i1.p1									
OG0040232									Mnig_DN1709_c0_g1_i1.p1									
OG0040233									Mnig_DN17107_c0_g1_i1.p2									
OG0040234									Mnig_DN1711_c0_g1_i1.p2									
OG0040235									Mnig_DN17123_c0_g1_i1.p1									
OG0040236									Mnig_DN17157_c0_g1_i1.p1									
OG0040237									Mnig_DN17158_c0_g1_i1.p1									
OG0040238									Mnig_DN17162_c0_g1_i1.p1									
OG0040239									Mnig_DN17201_c0_g1_i1.p1									
OG0040240									Mnig_DN17204_c0_g1_i1.p2									
OG0040241									Mnig_DN17215_c0_g1_i1.p2									
OG0040242									Mnig_DN17218_c0_g1_i1.p1									
OG0040243									Mnig_DN17223_c0_g1_i1.p3									
OG0040244									Mnig_DN17237_c0_g1_i1.p1									
OG0040245									Mnig_DN17244_c0_g1_i1.p3									
OG0040246									Mnig_DN1725_c0_g1_i1.p3									
OG0040247									Mnig_DN1727_c0_g1_i1.p1									
OG0040248									Mnig_DN17280_c0_g1_i1.p3									
OG0040249									Mnig_DN17282_c0_g1_i1.p1									
OG0040250									Mnig_DN17284_c0_g1_i1.p1									
OG0040251									Mnig_DN17286_c0_g1_i1.p1									
OG0040252									Mnig_DN1729_c0_g2_i1.p1									
OG0040253									Mnig_DN17303_c0_g1_i1.p1									
OG0040254									Mnig_DN17313_c0_g1_i1.p1									
OG0040255									Mnig_DN1731_c0_g1_i1.p2									
OG0040256									Mnig_DN17321_c0_g1_i1.p2									
OG0040257									Mnig_DN17327_c0_g1_i1.p2									
OG0040258									Mnig_DN17328_c0_g1_i1.p1									
OG0040259									Mnig_DN17330_c0_g1_i1.p1									
OG0040260									Mnig_DN17340_c0_g1_i1.p2									
OG0040261									Mnig_DN17353_c0_g1_i1.p2									
OG0040262									Mnig_DN1738_c0_g1_i1.p2									
OG0040263									Mnig_DN17391_c0_g1_i1.p1									
OG0040264									Mnig_DN17417_c0_g1_i1.p1									
OG0040265									Mnig_DN17420_c0_g1_i1.p2									
OG0040266									Mnig_DN17428_c0_g1_i1.p1									
OG0040267									Mnig_DN1742_c0_g1_i1.p1									
OG0040268									Mnig_DN17435_c0_g1_i1.p3									
OG0040269									Mnig_DN17436_c0_g1_i1.p1									
OG0040270									Mnig_DN17446_c0_g1_i1.p1									
OG0040271									Mnig_DN17496_c0_g1_i1.p2									
OG0040272									Mnig_DN1750_c0_g1_i1.p1									
OG0040273									Mnig_DN17528_c0_g1_i1.p1									
OG0040274									Mnig_DN17550_c0_g1_i1.p1									
OG0040275									Mnig_DN17582_c0_g1_i1.p1									
OG0040276									Mnig_DN17616_c0_g1_i1.p1									
OG0040277									Mnig_DN17617_c0_g1_i1.p1									
OG0040278									Mnig_DN17620_c0_g1_i1.p1									
OG0040279									Mnig_DN1762_c0_g1_i1.p1									
OG0040280									Mnig_DN17630_c0_g1_i1.p1									
OG0040281									Mnig_DN17631_c0_g1_i1.p1									
OG0040282									Mnig_DN17633_c0_g1_i1.p1									
OG0040283									Mnig_DN17637_c0_g1_i1.p1									
OG0040284									Mnig_DN17639_c0_g1_i1.p1									
OG0040285									Mnig_DN17641_c0_g1_i1.p3									
OG0040286									Mnig_DN17649_c0_g1_i1.p1									
OG0040287									Mnig_DN17653_c0_g1_i1.p1									
OG0040288									Mnig_DN17654_c0_g1_i1.p1									
OG0040289									Mnig_DN17656_c0_g1_i1.p1									
OG0040290									Mnig_DN17658_c0_g1_i1.p1									
OG0040291									Mnig_DN17659_c0_g1_i1.p1									
OG0040292									Mnig_DN1765_c0_g1_i1.p2									
OG0040293									Mnig_DN17667_c0_g1_i1.p1									
OG0040294									Mnig_DN17672_c0_g1_i1.p1									
OG0040295									Mnig_DN17676_c0_g1_i1.p3									
OG0040296									Mnig_DN17678_c0_g1_i1.p2									
OG0040297									Mnig_DN17682_c0_g1_i1.p1									
OG0040298									Mnig_DN17694_c0_g1_i1.p1									
OG0040299									Mnig_DN1769_c0_g1_i1.p1									
OG0040300									Mnig_DN17700_c0_g1_i1.p1									
OG0040301									Mnig_DN17707_c0_g1_i1.p2									
OG0040302									Mnig_DN1770_c0_g1_i1.p1									
OG0040303									Mnig_DN17714_c0_g1_i1.p2									
OG0040304									Mnig_DN17722_c0_g1_i1.p1									
OG0040305									Mnig_DN17723_c0_g1_i1.p1									
OG0040306									Mnig_DN17727_c0_g1_i1.p1									
OG0040307									Mnig_DN17730_c0_g1_i1.p1									
OG0040308									Mnig_DN17734_c0_g1_i1.p1									
OG0040309									Mnig_DN17740_c0_g1_i1.p3									
OG0040310									Mnig_DN17756_c0_g1_i1.p1									
OG0040311									Mnig_DN17775_c0_g1_i1.p1									
OG0040312									Mnig_DN17778_c0_g1_i1.p1									
OG0040313									Mnig_DN17780_c0_g1_i1.p1									
OG0040314									Mnig_DN17781_c0_g1_i1.p1									
OG0040315									Mnig_DN17790_c0_g1_i1.p1									
OG0040316									Mnig_DN17799_c0_g1_i1.p1									
OG0040317									Mnig_DN1779_c0_g1_i1.p4									
OG0040318									Mnig_DN177_c0_g1_i1.p1									
OG0040319									Mnig_DN17800_c0_g1_i1.p1									
OG0040320									Mnig_DN17808_c0_g1_i1.p1									
OG0040321									Mnig_DN17820_c0_g1_i1.p1									
OG0040322									Mnig_DN17826_c0_g1_i1.p1									
OG0040323									Mnig_DN17828_c0_g1_i1.p2									
OG0040324									Mnig_DN1782_c0_g1_i1.p1									
OG0040325									Mnig_DN1785_c0_g1_i1.p1									
OG0040326									Mnig_DN17871_c0_g1_i1.p1									
OG0040327									Mnig_DN17883_c0_g1_i1.p1									
OG0040328									Mnig_DN17892_c0_g1_i1.p1									
OG0040329									Mnig_DN17894_c0_g1_i1.p2									
OG0040330									Mnig_DN17896_c0_g1_i1.p1									
OG0040331									Mnig_DN1789_c0_g1_i1.p1									
OG0040332									Mnig_DN17903_c0_g1_i1.p1									
OG0040333									Mnig_DN17904_c0_g1_i1.p1									
OG0040334									Mnig_DN17913_c0_g1_i1.p1									
OG0040335									Mnig_DN17914_c0_g1_i1.p1									
OG0040336									Mnig_DN17919_c0_g1_i1.p2									
OG0040337									Mnig_DN1791_c0_g1_i1.p1									
OG0040338									Mnig_DN17922_c0_g1_i1.p1									
OG0040339									Mnig_DN17926_c0_g1_i1.p1									
OG0040340									Mnig_DN17927_c0_g1_i1.p1									
OG0040341									Mnig_DN17933_c0_g1_i1.p1									
OG0040342									Mnig_DN17939_c0_g1_i1.p1									
OG0040343									Mnig_DN17945_c0_g1_i1.p1									
OG0040344									Mnig_DN17948_c0_g1_i1.p1									
OG0040345									Mnig_DN1795_c0_g1_i1.p2									
OG0040346									Mnig_DN17962_c0_g1_i1.p2									
OG0040347									Mnig_DN17969_c0_g1_i1.p1									
OG0040348									Mnig_DN17985_c0_g1_i1.p1									
OG0040349									Mnig_DN17989_c0_g1_i1.p1									
OG0040350									Mnig_DN17998_c0_g1_i1.p1									
OG0040351									Mnig_DN18000_c0_g1_i1.p1									
OG0040352									Mnig_DN18021_c0_g1_i1.p1									
OG0040353									Mnig_DN18043_c0_g1_i1.p1									
OG0040354									Mnig_DN18044_c0_g1_i1.p2									
OG0040355									Mnig_DN18046_c0_g1_i1.p1									
OG0040356									Mnig_DN18049_c0_g1_i1.p1									
OG0040357									Mnig_DN18052_c0_g1_i1.p1									
OG0040358									Mnig_DN18076_c0_g1_i1.p1									
OG0040359									Mnig_DN18080_c0_g1_i1.p1									
OG0040360									Mnig_DN18082_c0_g1_i1.p3									
OG0040361									Mnig_DN18094_c0_g1_i1.p2									
OG0040362									Mnig_DN18102_c0_g1_i1.p1									
OG0040363									Mnig_DN18108_c0_g1_i1.p2									
OG0040364									Mnig_DN18111_c0_g1_i1.p1									
OG0040365									Mnig_DN18135_c0_g1_i1.p1									
OG0040366									Mnig_DN18136_c0_g1_i1.p1									
OG0040367									Mnig_DN18142_c0_g1_i1.p2									
OG0040368									Mnig_DN18147_c0_g1_i1.p2									
OG0040369									Mnig_DN18148_c0_g1_i1.p1									
OG0040370									Mnig_DN18161_c0_g1_i1.p1									
OG0040371									Mnig_DN18163_c0_g1_i1.p1									
OG0040372									Mnig_DN18166_c0_g1_i1.p1									
OG0040373									Mnig_DN18173_c0_g1_i1.p1									
OG0040374									Mnig_DN18183_c0_g1_i1.p2									
OG0040375									Mnig_DN18186_c0_g1_i1.p1									
